loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
5366610.5,2316.594482421875,4794782.0,2189.698974609375
4780374.0,2186.40673828125,4786644.0,2187.840087890625
4780782.0,2186.499755859375,4793360.0,2189.374267578125
4780543.5,2186.4453125,4796528.0,2190.09765625
