loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
4896441.5,2212.79052734375,4788554.5,2188.276611328125
4792395.5,2189.154052734375,4822569.5,2196.034912109375
4791222.5,2188.885986328125,4789393.5,2188.468505859375
