loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
4959670.0,2227.03173828125,4803759.5,2191.748046875
4787070.0,2187.9375,4808103.5,2192.73876953125
4786560.0,2187.82080078125,4787106.5,2187.94580078125
4786937.0,2187.906982421875,4821251.5,2195.73486328125
4786330.5,2187.768310546875,4788556.5,2188.277099609375
