loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
6610733.5,2571.134765625,4819863.5,2195.4189453125
4875505.5,2208.0546875,4788031.5,2188.156982421875
4779177.0,2186.133056640625,4786860.0,2187.889404296875
4778309.0,2185.934326171875,4788312.5,2188.22119140625
4778256.5,2185.92236328125,4786657.0,2187.843017578125
4778373.0,2185.948974609375,4786476.0,2187.801513671875
4778300.5,2185.9326171875,4787409.0,2188.014892578125
4778397.5,2185.95458984375,4786566.5,2187.822265625
